Contract,Version,Procurement Type,Description,Max Amt,Begin Dt,Expire Dt,Supplier,Dept,Agency Name,Contract Duration (Days),Vendor Frequency,Total Agency Spend,Risk Score,Risk Level
PN24137C,2,RFP FAC76702,PWO PublicWorksEmigrationCreek,61761.43,8/1/2024,11/12/2025,STALLINGS CONSTRUCTION INC,4400000000,PUBLIC WORKS OPERATIONS,468,785," $1,456,320.49 ",3,Medium Risk
PN24139C,1,RFP PWE104435,PWE 8000W.2700S.Realignment,62200,8/21/2024,9/4/2025,LYNDON JONES CONSTRUCTION,4510000000,PW ENGINEERING CAPITAL PROJCTS,379,34," $2,238,826.51 ",3,Medium Risk
PN24139C,2,RFP PWE104435,PWE 8000W.2700S.Realignment,62300,8/21/2024,9/4/2025,LYNDON JONES CONSTRUCTION,4510000000,PW ENGINEERING CAPITAL PROJCTS,379,34," $2,238,826.51 ",3,Medium Risk
PN24139C,3,RFP PWE104435,PWE 8000W.2700S.Realignment,63153,8/21/2024,9/4/2025,LYNDON JONES CONSTRUCTION,4510000000,PW ENGINEERING CAPITAL PROJCTS,379,34," $2,238,826.51 ",3,Medium Risk
PN24139C,4,RFP PWE104435,PWE 8000W.2700S.Realignment,63153,8/21/2024,9/25/2025,LYNDON JONES CONSTRUCTION,4510000000,PW ENGINEERING CAPITAL PROJCTS,400,34," $2,238,826.51 ",3,Medium Risk
PN24142C,1,RFP PWE104435,PWE MC240011 TC S Kearns Elem,123645,8/29/2024,9/13/2025,STALLINGS CONSTRUCTION INC,4510000000,PW ENGINEERING CAPITAL PROJCTS,380,785," $2,238,826.51 ",2,Low Risk
PN24142C,2,RFP PWE104435,PWE MC240011 TC S Kearns Elem,123645,8/29/2024,9/17/2025,STALLINGS CONSTRUCTION INC,4510000000,PW ENGINEERING CAPITAL PROJCTS,384,785," $2,238,826.51 ",2,Low Risk
PN24145C,1,RFP FAC76702,PWO 3200W.RudyDrainGuardrail,29995.62,9/9/2024,3/8/2026,STALLINGS CONSTRUCTION INC,5023000000,UNINCORP MUN SVCS STAT AND GEN,545,785," $59,991.24 ",1,Low Risk
PN24145C,2,RFP FAC76702,PWO 3200W.RudyDrainGuardrail,29995.62,9/9/2024,12/2/2025,STALLINGS CONSTRUCTION INC,5023000000,UNINCORP MUN SVCS STAT AND GEN,449,785," $59,991.24 ",1,Low Risk
PN24157C,1,RFP FAC76702,PWO PublicWorks4700S.Projects,37777.8,11/21/2024,5/20/2026,STALLINGS CONSTRUCTION INC,4510000000,PW ENGINEERING CAPITAL PROJCTS,545,785," $2,238,826.51 ",3,Medium Risk
PN24157C,2,RFP FAC76702,PWO PublicWorks4700S.Projects,37777.8,11/21/2024,12/13/2025,STALLINGS CONSTRUCTION INC,4510000000,PW ENGINEERING CAPITAL PROJCTS,387,785," $2,238,826.51 ",3,Medium Risk
PP20124C,1,EXI EXEMPT INTERLOCAL,FCE Acess Property 2340S900W,1,7/15/2020,8/31/2020,UTAH TRANSIT AUTHORITY,4610000000,FLOOD CONTROL PROJECTS,47,20," $3,692,243.71 ",2,Low Risk
PP20125C,1,EXI EXEMPT INTERLOCAL,FCE FarmingtonBayWaterflowMngm,1,7/1/2020,12/31/2024,STATE OF UTAH,4610000000,FLOOD CONTROL PROJECTS,1644,106," $3,692,243.71 ",3,Medium Risk
PP21116C,1,RFP FAC76702,FCE Surplus Canal Deficiency R,27711.53,9/10/2021,12/31/2022,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,477,785," $3,692,243.71 ",2,Low Risk
PP21116C,2,RFP FAC76702,FCE Surplus Canal Deficiency R,27711.53,9/10/2021,10/29/2022,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,414,785," $3,692,243.71 ",2,Low Risk
PP21117C,1,RFP FAC76702,FCE Midas Crk Grate Rehab@118,1842.23,9/10/2021,12/31/2022,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,477,785," $3,692,243.71 ",2,Low Risk
PP21120C,1,RFP FAC76702,FCE Road Repairs FPXX1003-800S,37626.05,8/25/2021,10/31/2022,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,432,785," $3,692,243.71 ",2,Low Risk
PP21121C,1,RFP FAC76702,FCE SurplusCanalDefRehabBatie,49142.75,9/22/2021,12/31/2022,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,465,785," $3,692,243.71 ",3,Medium Risk
PP21121C,2,RFP FAC76702,FCE SurplusCanalDefRehabBatie,49142.75,9/22/2021,10/29/2022,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,402,785," $3,692,243.71 ",3,Medium Risk
PP21122C,1,RFP FAC76702,FCE SurplusCanalDefRehabA&KRai,21372.04,9/22/2021,12/31/2022,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,465,785," $3,692,243.71 ",3,Medium Risk
PP21122C,2,RFP FAC76702,FCE SurplusCanalDefRehabA&KRai,21372.04,9/22/2021,1/21/2023,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,486,785," $3,692,243.71 ",3,Medium Risk
PP21126C,1,RFP FAC76702,FCE SurplusCanalDefBoettcher,58041.25,12/8/2021,6/30/2023,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,569,785," $3,692,243.71 ",3,Medium Risk
PP21126C,2,RFP FAC76702,FCE SurplusCanalDefBoettcher,58041.25,12/8/2021,3/30/2023,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,477,785," $3,692,243.71 ",3,Medium Risk
PP22102C,1,EXI EXEMPT INTERLOCAL,FCE Jordan&SLCanalOverflowToMi,425000,4/12/2022,4/11/2024,SALT LAKE CITY,4610000000,FLOOD CONTROL PROJECTS,730,33," $3,692,243.71 ",3,Medium Risk
PP22103C,1,RFP FAC76702,FCE NorthJordanCanalRepair2700,20565.93,3/28/2022,9/27/2023,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,548,785," $3,692,243.71 ",3,Medium Risk
PP22103C,2,RFP FAC76702,FCE NorthJordanCanalRepair2700,20565.93,3/28/2022,4/25/2023,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,393,785," $3,692,243.71 ",3,Medium Risk
PP22108C,1,RFP FAC76702,"FCE SurplusCanalRehab MK,Jarad",54931.8,9/1/2022,2/28/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,545,785," $3,692,243.71 ",3,Medium Risk
PP22109C,1,RFP FAC76702,"FCE SurplusCanalRehab MK,Jarad",57968.68,9/1/2022,2/28/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,545,785," $3,692,243.71 ",3,Medium Risk
PP22115C,1,RFP FAC76702,FCE SurplusCanalHickenlooperPr,23111.55,11/30/2022,5/29/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,546,785," $3,692,243.71 ",3,Medium Risk
PP22116C,1,RFP FAC76702,FCE SurplusCanalSteelCoatingsF,52481.08,12/21/2022,6/20/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,547,785," $3,692,243.71 ",3,Medium Risk
PP22116C,2,RFP FAC76702,FCE SurplusCanalSteelCoatingsF,52481.08,12/21/2022,6/20/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,547,785," $3,692,243.71 ",3,Medium Risk
PP23100,1,RFP FCE96409,FCE SewageCanal&TributaryImpro,0,3/21/2023,3/20/2024,BOWEN COLLINS & ASSOCIATES INC,4610000000,FLOOD CONTROL PROJECTS,365,13," $3,692,243.71 ",3,Medium Risk
PP23100,2,RFP FCE96409,FCE SewageCanal&TributaryImpro,0,3/21/2023,3/31/2026,BOWEN COLLINS & ASSOCIATES INC,4610000000,FLOOD CONTROL PROJECTS,1106,13," $3,692,243.71 ",3,Medium Risk
PP23100,3,RFP FCE96409,FCE SewageCanal&TributaryImpro,0,3/21/2023,3/31/2026,BOWEN COLLINS & ASSOCIATES INC,4610000000,FLOOD CONTROL PROJECTS,1106,13," $3,692,243.71 ",3,Medium Risk
PP23100,4,RFP FCE96409,FCE SewageCanal&TributaryImpro,0,3/21/2023,3/31/2026,BOWEN COLLINS & ASSOCIATES INC,4610000000,FLOOD CONTROL PROJECTS,1106,13," $3,692,243.71 ",3,Medium Risk
PP23105C,1,RFP FAC76702,FCE SurplusCanalLumenPropFenci,37291.77,3/24/2023,9/24/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,550,785," $3,692,243.71 ",3,Medium Risk
PP23105C,2,RFP FAC76702,FCE SurplusCanalLumenPropFenci,37291.77,3/24/2023,4/21/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,394,785," $3,692,243.71 ",3,Medium Risk
PP23107C,1,RFP FAC76702,FCE SurplusCanalStumpGrinding,29979.81,4/25/2023,10/25/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,549,785," $3,692,243.71 ",3,Medium Risk
PP23107C,2,RFP FAC76702,FCE SurplusCanalStumpGrinding,29979.81,4/25/2023,8/24/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,487,785," $3,692,243.71 ",3,Medium Risk
PP23108C,1,RFP FAC76702,FCE SurplusCanalDebrisRemoval,15450.39,4/24/2023,10/24/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,549,785," $3,692,243.71 ",3,Medium Risk
PP23110C,1,RFP FAC76702,FCE SurplusCanalPatriotRailFir,13127.09,5/30/2023,11/30/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,550,785," $3,692,243.71 ",3,Medium Risk
PP23110C,2,RFP FAC76702,FCE SurplusCanalPatriotRailFir,13127.09,5/30/2023,4/12/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,683,785," $3,692,243.71 ",3,Medium Risk
PP23113C,1,EXI EXEMPT INTERLOCAL,FCE 300 West Dry Creek Culvert,300000,8/14/2023,12/31/2025,SOUTH JORDAN CITY,4610000000,FLOOD CONTROL PROJECTS,870,30," $3,692,243.71 ",2,Low Risk
PP23117C,1,RFP FAC76702,FCE SurplusCanalRedwoodTrailhe,155785.02,8/18/2023,2/18/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,550,785," $3,692,243.71 ",3,Medium Risk
PP23117C,2,RFP FAC76702,FCE SurplusCanalRedwoodTrailhe,155785.02,8/18/2023,9/22/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,401,785," $3,692,243.71 ",3,Medium Risk
PP23119C,1,RFP FAC76702,FCE SurplusCanalCraigo&UDOTImp,56171.78,10/6/2023,4/6/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,548,785," $3,692,243.71 ",3,Medium Risk
PP23119C,2,RFP FAC76702,FCE SurplusCanalCraigo&UDOTImp,56171.78,10/6/2023,12/21/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,442,785," $3,692,243.71 ",3,Medium Risk
PP23123C,1,RFP FAC76702,FCE SurplusCanalAirportErosion,54815.24,11/16/2023,5/16/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,547,785," $3,692,243.71 ",3,Medium Risk
PP23123C,2,RFP FAC76702,FCE SurplusCanalAirportErosion,54815.24,11/16/2023,12/21/2024,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,401,785," $3,692,243.71 ",3,Medium Risk
PP23124C,1,RFP FAC76702,FCE SurplusCanalMCCullochPrope,105177.6,12/19/2023,7/2/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,561,785," $3,692,243.71 ",3,Medium Risk
PP23124C,2,RFP FAC76702,FCE SurplusCanalMCCullochPrope,105177.6,12/19/2023,4/27/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,495,785," $3,692,243.71 ",3,Medium Risk
PP23125C,1,RFP FAC76702,FCE SurplusCanalTriangelProper,74616.36,12/19/2023,6/19/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,548,785," $3,692,243.71 ",3,Medium Risk
PP23125C,2,RFP FAC76702,FCE SurplusCanalTriangelProper,74616.36,12/19/2023,1/22/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,400,785," $3,692,243.71 ",3,Medium Risk
PP23126C,1,RFP FAC76702,FCE SurplusCanalNicoPropertyIm,24912.78,1/3/2024,7/3/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,547,785," $3,692,243.71 ",3,Medium Risk
PP23126C,2,RFP FAC76702,FCE SurplusCanalNicoPropertyIm,24912.78,1/3/2024,2/16/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,410,785," $3,692,243.71 ",3,Medium Risk
PP24104C,1,RFP FAC76702,FCE SpencerPondConcretePublicW,60491.97,2/22/2024,8/22/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,547,785," $3,692,243.71 ",3,Medium Risk
PP24104C,2,RFP FAC76702,FCE SpencerPondConcretePublicW,60491.97,2/22/2024,1/24/2026,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,702,785," $3,692,243.71 ",3,Medium Risk
PP24104C,3,RFP FAC76702,FCE SpencerPondConcretePublicW,64620.28,2/22/2024,1/24/2026,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,702,785," $3,692,243.71 ",3,Medium Risk
PP24105C,1,RFP FAC76702,FCE SurplusCanalM-13PropertyFe,37643.47,2/21/2024,8/21/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,547,785," $3,692,243.71 ",3,Medium Risk
PP24105C,2,RFP FAC76702,FCE SurplusCanalM-13PropertyFe,37643.47,2/21/2024,3/22/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,395,785," $3,692,243.71 ",3,Medium Risk
PP24108C,1,RFP FAC76702,FCE SurplusCanalAutoZone&Redwo,50349.24,3/14/2024,9/10/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,545,785," $3,692,243.71 ",3,Medium Risk
PP24112C,1,RFP FAC76702,FCE SurplusCanalRailroadCrossi,98477.53,6/24/2024,1/4/2026,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,559,785," $3,692,243.71 ",3,Medium Risk
PP24112C,2,RFP FAC76702,FCE SurplusCanalRailroadCrossi,98477.53,6/24/2024,8/30/2025,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,432,785," $3,692,243.71 ",3,Medium Risk
PP24120C,1,CON FCE114297,FCE USL Canal Overflow,416700,11/15/2024,5/1/2026,JORDAN VALLEY CONSTRUCTION,4610000000,FLOOD CONTROL PROJECTS,532,1," $3,692,243.71 ",0,Low Risk
PP24121C,1,RFP FAC76702,FCE SurplusCanal2780S1030WFenc,55546.54,10/7/2024,4/14/2026,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,554,785," $3,692,243.71 ",3,Medium Risk
PP24123C,1,RFP FAC76702,FCE SurplusCanalLeveeSinkholeR,49321.79,12/10/2024,6/9/2026,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,546,785," $3,692,243.71 ",3,Medium Risk
PP24123C,2,RFP FAC76702,FCE SurplusCanalLeveeSinkholeR,49321.79,12/10/2024,5/18/2026,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,524,785," $3,692,243.71 ",3,Medium Risk
PP25101C,1,RFP FAC76702,FCE PublicWorksBigWillowCreekG,15025.41,3/18/2025,9/17/2026,STALLINGS CONSTRUCTION INC,4600000600,FC-DRAINAGE OPERATIONS MAINT.,548,785," $1,184,629.12 ",3,Medium Risk
PP25101C,2,RFP FAC76702,FCE PublicWorksBigWillowCreekG,15025.41,3/18/2025,6/30/2026,STALLINGS CONSTRUCTION INC,4600000600,FC-DRAINAGE OPERATIONS MAINT.,469,785," $1,184,629.12 ",3,Medium Risk
PP25111C,1,RFP FAC76702,FCE SurplusCanalLeveeRehabPatr,134840.37,6/16/2025,8/31/2026,STALLINGS CONSTRUCTION INC,4610000000,FLOOD CONTROL PROJECTS,441,785," $3,692,243.71 ",3,Medium Risk
PR24003,1,EXI EXEMPT INTERLOCAL,PAR JordanSchoolDistFacilityUs,0,3/25/2024,9/30/2028,JORDAN SCHOOL DISTRICT,3630000000,PARKS,1650,7," $180,440,543.41 ",3,Medium Risk
PR24004,1,EXS SOLE SOURCE PAR012924,PAR Hockey Officials/Scorekeep,150000,3/27/2024,3/26/2026,WASATCH ICE HOCKEY OFFICIALS ASSOCIATION,3630000000,PARKS,729,3," $180,440,543.41 ",6,High Risk
PR24008,1,EXS SOLE SOURCE PAR052824,PAR EquestrianParkingButterfie,36980,6/13/2024,10/12/2025,G BROWN DESIGN INC,3630000000,PARKS,486,20," $180,440,543.41 ",3,Medium Risk
PR24008,2,EXS SOLE SOURCE PAR052824,PAR EquestrianParkingButterfie,41205,6/13/2024,10/12/2025,G BROWN DESIGN INC,3630000000,PARKS,486,20," $180,440,543.41 ",3,Medium Risk
PR24009,1,EXS SOLE SOURCE PAR053024,PAR JRT Park PlaygroundEquipme,183329,7/31/2024,12/31/2025,SONNTAG RECREATION LLC,3630000000,PARKS,518,3," $180,440,543.41 ",5,Medium Risk
PR24010,1,RFP PAR111337,PAR PoolAHU&BoilerReplacement,96000,8/5/2024,12/31/2025,ARCHITECTURAL NEXUS INC,3630000000,PARKS,513,65," $180,440,543.41 ",3,Medium Risk
PR24011,1,RFP PAR110430,PAR Landscape Architect Pool,1,8/1/2024,8/1/2030,ARCSITIO DESIGN INC,3630000000,PARKS,2191,15," $180,440,543.41 ",0,Low Risk
PR24014,1,RFP PAR110430,PAR Landscape Architect Pool,1,8/1/2024,8/1/2030,G BROWN DESIGN INC,3630000000,PARKS,2191,20," $180,440,543.41 ",2,Low Risk
PR24022,1,RFP PAR110431,PAR LandscapeSpecialtyArchitec,1,11/14/2024,8/1/2030,JUB ENGINEERS INC,3630000000,PARKS,2086,15," $180,440,543.41 ",1,Low Risk
PR24023,1,RFP PAR110431,PAR LandscapeSpecialtyArchitec,1,11/14/2024,8/1/2030,ALTA PLANNING AND DESIGN INC,3630000000,PARKS,2086,4," $180,440,543.41 ",1,Low Risk
PR24024,1,RFP PAR110431,PAR LandscapeSpecialtyArchitec,1,11/14/2024,8/1/2030,BIO-WEST INC,3630000000,PARKS,2086,29," $180,440,543.41 ",3,Medium Risk
PR24025,1,RFP FAC76702,PAR CreeksideParkImprovements,188910.29,10/30/2024,4/29/2026,STALLINGS CONSTRUCTION INC,3630000000,PARKS,546,785," $180,440,543.41 ",3,Medium Risk
PR24026,1,RFP PAR97700,PAR DeckerLakeParkWalkway&Shel,187583.17,11/5/2024,2/17/2026,S&L LANDSCAPING AND EXCAVATION INC,3630000000,PARKS,469,20," $180,440,543.41 ",3,Medium Risk
PR24027,1,RFP PAR97700-2,PAR GraniteParkIrrigationBackf,127057.7,10/30/2024,12/29/2025,TURF SPRINKLER COMPANY,3630000000,PARKS,425,6," $180,440,543.41 ",3,Medium Risk
PR24028,1,RFP FAC76702,PAR Riverbend GC Fencing,106502.94,11/7/2024,5/6/2026,STALLINGS CONSTRUCTION INC,3630000000,PARKS,545,785," $180,440,543.41 ",2,Low Risk
PR24029,1,RFP FAC76702,PAR DavidGourleyParkImprovemen,192704.33,11/19/2024,5/18/2026,STALLINGS CONSTRUCTION INC,3630000000,PARKS,545,785," $180,440,543.41 ",3,Medium Risk
PR25004,1,RFP PAR97700,PAR SMGC Parking Lot Stairs,24836.54,2/7/2025,6/6/2026,RAYD,3630000000,PARKS,484,29," $180,440,543.41 ",2,Low Risk
PR25005,1,RFP FAC76702,PAR OlympusHillsParkBallfieldW,196973.13,2/19/2025,8/18/2026,STALLINGS CONSTRUCTION INC,3630000000,PARKS,545,785," $180,440,543.41 ",3,Medium Risk
PR25009,1,RFP ZAP116619,PAR Architectural Srvcs MVGC,68800,3/4/2025,11/1/2028,BLALOCK AND PARTNERS,3630000000,PARKS,1338,9," $180,440,543.41 ",0,Low Risk
PR25009,2,RFP ZAP116619,PAR Architectural Srvcs MVGC,80000,3/4/2025,11/1/2028,BLALOCK AND PARTNERS,3630000000,PARKS,1338,9," $180,440,543.41 ",0,Low Risk
PR25013,1,RFP FAC76702,PAR HarmonyParkRestroomRoofing,14972.42,3/27/2025,9/26/2026,STALLINGS CONSTRUCTION INC,3630000000,PARKS,548,785," $180,440,543.41 ",3,Medium Risk
PR25014,1,RFP FAC76702,PAR JRTOverlay-12600S to Silo,122468.97,3/27/2025,10/10/2026,STALLINGS CONSTRUCTION INC,3630000000,PARKS,562,785," $180,440,543.41 ",2,Low Risk
PR25015,1,RFP FAC76702,PAR JRTOverlay-SpringViewFarms,127178.82,3/27/2025,10/10/2026,STALLINGS CONSTRUCTION INC,3630000000,PARKS,562,785," $180,440,543.41 ",3,Medium Risk
PR25016,1,RFP FAC76702,PAR JRTOverlay-3100Sto3300S,108959.32,3/27/2025,10/10/2026,STALLINGS CONSTRUCTION INC,3630000000,PARKS,562,785," $180,440,543.41 ",3,Medium Risk
PR25017,1,RFP PAR110431,PAR Wetland@BigCottonwoodRegio,66000,3/27/2025,8/24/2025,BIO-WEST INC,3630000000,PARKS,150,29," $180,440,543.41 ",3,Medium Risk
PR25018,1,RFP PAR97700,PAR Utah&SLCanalTrailAsphaltRe,149549.59,4/8/2025,7/7/2026,RAYD,3630000000,PARKS,455,29," $180,440,543.41 ",3,Medium Risk
PR25019,1,EXI EXEMPT INTERLOCAL,PAR Wheeler Farm Use GTI,1,4/9/2025,12/31/2030,GRANITE SCHOOL DISTRICT,3630000000,PARKS,2092,28," $180,440,543.41 ",2,Low Risk
PR25020,1,RFP FAC76702,PAR BigCottonwoodPlaygroundImp,102602,4/8/2025,10/7/2026,STALLINGS CONSTRUCTION INC,3630000000,PARKS,547,785," $180,440,543.41 ",3,Medium Risk
PR25021,1,RFP FAC76702,PAR GeneFullmerChillerPipeRepa,7193.65,4/14/2025,10/13/2026,STALLINGS CONSTRUCTION INC,3630000000,PARKS,547,785," $180,440,543.41 ",3,Medium Risk
PR25024,1,RFP PAR97700,PAR ValleyRegionalLoopPathOver,198681.18,5/28/2025,7/30/2026,S&L LANDSCAPING AND EXCAVATION INC,3630000000,PARKS,428,20," $180,440,543.41 ",3,Medium Risk
PR25025,1,RFP PAR97700,PAR Wheeler Farm Tree Walk,190675.87,5/28/2025,5/27/2027,RAYD,3630000000,PARKS,729,29," $180,440,543.41 ",2,Low Risk
PR25027,1,RFP FAC76702,PAR HunterParkRestroomWaterLin,14815.6,5/29/2025,11/28/2026,STALLINGS CONSTRUCTION INC,3630000000,PARKS,548,785," $180,440,543.41 ",3,Medium Risk
PR25029,1,RFP FAC76702,PAR HolladayLionsParkingLotImp,170858.44,6/20/2025,12/29/2026,STALLINGS CONSTRUCTION INC,3630000000,PARKS,557,785," $180,440,543.41 ",3,Medium Risk
PR25031,1,EXO NO COST,PAR License To Use Property,1,6/27/2025,12/31/2025,COTTONWOOD IMPROVEMENT DISTRICT,3630000000,PARKS,187,1," $180,440,543.41 ",0,Low Risk
PR25032,1,RFP PAR110430,PAR Hunter Park Maintenance,2200,7/9/2025,1/5/2026,G BROWN DESIGN INC,3630000000,PARKS,180,20," $180,440,543.41 ",2,Low Risk
PT19102C,1,RFP PWE54468,PWE StormwaterCoalitionOutreac,275000,4/8/2019,4/7/2024,SOCIAL MARKETING CONSULTANTS LLC,4500000300,PW-PERMITS & REGULATORY,1826,4," $924,396.00 ",3,Medium Risk
PT19102C,2,RFP PWE54468,PWE StormwaterCoalitionOutreac,275000,4/8/2019,4/7/2024,SOCIAL MARKETING CONSULTANTS LLC,4500000300,PW-PERMITS & REGULATORY,1826,4," $924,396.00 ",3,Medium Risk
PT19102C,3,RFP PWE54468,PWE StormwaterCoalitionOutreac,296385,4/8/2019,4/7/2024,SOCIAL MARKETING CONSULTANTS LLC,4500000300,PW-PERMITS & REGULATORY,1826,4," $924,396.00 ",3,Medium Risk
PT19110C,1,EXO EXEMPT (ADVERTISING),FCE Stormwater Coalition Adver,25500,8/29/2019,5/17/2020,YESCO LLC,4600000000,FLOOD CONTROL ENGINEERING,262,4," $435,592.00 ",2,Low Risk
PT19113C,1,EXO EXEMPT MEDIA,FCE WeAllLiveDownstreamCampaig,8150,8/29/2019,10/27/2019,KSTU-TV FOX 13,4600000000,FLOOD CONTROL ENGINEERING,59,3," $435,592.00 ",3,Medium Risk
PT20107C,1,EXI EXEMPT INTERLOCAL,PWE Co-Permittees UPDES,1,6/2/2020,2/25/2025,BLUFFDALE CITY,4500000300,PW-PERMITS & REGULATORY,1729,22," $924,396.00 ",3,Medium Risk
PT20108C,1,EXI EXEMPT INTERLOCAL,PWE Co-Permittees UPDES,1,6/11/2020,2/25/2025,SOUTH JORDAN CITY,4500000300,PW-PERMITS & REGULATORY,1720,30," $924,396.00 ",3,Medium Risk
PT20109C,1,EXI EXEMPT INTERLOCAL,PWE Co-Permittees UPDES,1,11/13/2020,2/25/2025,DRAPER CITY,4500000300,PW-PERMITS & REGULATORY,1565,19," $924,396.00 ",3,Medium Risk
PT20110C,1,EXI EXEMPT INTERLOCAL,PWE Co-Permittees UPDES,1,11/20/2020,2/25/2025,HERRIMAN CITY,4500000300,PW-PERMITS & REGULATORY,1558,33," $924,396.00 ",3,Medium Risk
PT20111C,1,EXI EXEMPT INTERLOCAL,PWE Co-Permittees UPDES,1,7/28/2020,2/25/2025,HOLLADAY CITY,4500000300,PW-PERMITS & REGULATORY,1673,19," $924,396.00 ",3,Medium Risk
PT20113C,1,EXI EXEMPT INTERLOCAL,PWE Co-Permittees UPDES,1,9/1/2020,2/25/2025,MIDVALE CITY CORP,4500000300,PW-PERMITS & REGULATORY,1638,29," $924,396.00 ",3,Medium Risk
PT20115C,1,EXI EXEMPT INTERLOCAL,PWE Co-Permittees UPDES,1,6/2/2020,2/25/2025,MURRAY CITY,4500000300,PW-PERMITS & REGULATORY,1729,28," $924,396.00 ",3,Medium Risk
PT20117C,1,EXI EXEMPT INTERLOCAL,PWE Co-Permittees UPDES,1,9/1/2020,2/25/2025,SANDY CITY,4500000300,PW-PERMITS & REGULATORY,1638,24," $924,396.00 ",3,Medium Risk
PT20118C,1,EXI EXEMPT INTERLOCAL,PWE Co-Permittees UPDES,1,6/22/2020,2/25/2025,COTTONWOOD HEIGHTS,4500000300,PW-PERMITS & REGULATORY,1709,29," $924,396.00 ",3,Medium Risk
PT20119C,1,EXI EXEMPT INTERLOCAL,PWE Co-Permittees UPDES,1,5/28/2020,2/25/2025,SOUTH SALT LAKE CITY,4500000300,PW-PERMITS & REGULATORY,1734,44," $924,396.00 ",3,Medium Risk
PT20121C,1,EXI EXEMPT (INTERLOCAL),Eng UPDESCo-PermitteeUTS000001,0,6/30/2020,2/25/2025,WEST JORDAN CITY,4600000400,FC-WATER QUALITY,1701,25, $5.00 ,3,Medium Risk
